verification_queue,verification_priority,edge_id,source_strut_id,node_u,node_v,phase2b4_automated_review_label,phase2b4_automated_review_status,phase2c_triage_bucket,phase2c_label,phase2c_status,phase2c_confidence_tier,phase2c_reason,phase2b3_missing_evidence_count,ct_anomaly_rank,ct_missing_material_anomaly_score,occupied_axial_fraction,longest_low_area_gap_fraction,area_mean_voxels2,core_minus_background_contrast,negative_template_residual,bridge_connected_26,threshold_stability_occupied_fraction_range,local_registration_stability_voxels,orientation_key,boundary_bin,spatial_region
remaining_review_required_677_second_priority,11,E_N009349_N009365,16714,N009349,N009365,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,87,4.016666666666667,0.6666666666666666,0.3333333333333333,4.208333333333333,5.2780638516992795,3.25,False,1.0,0.1565024250077669,ori110,boundary,r002
remaining_review_required_677_second_priority,12,E_N005930_N007066,12549,N005930,N007066,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,88,3.9607954545454542,0.8333333333333334,0.16666666666666666,7.875,1.1819990054699154,3.7045454545454546,False,0.29166666666666663,2.5,ori101,boundary,r002
remaining_review_required_677_second_priority,13,E_N000507_N000640,1104,N000507,N000640,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,2,89,3.9541666666666666,0.7916666666666666,0.20833333333333334,3.2083333333333335,0.33589415279556123,3.5,True,0.75,2.5,ori011,boundary,r010
remaining_review_required_677_second_priority,14,E_N007735_N008889,15992,N007735,N008889,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,90,3.9145833333333333,0.5833333333333334,0.4166666666666667,6.5,1.0936329588014981,3.2,False,0.125,0.4260717904297914,ori101,near_boundary,r122
remaining_review_required_677_second_priority,15,E_N006125_N006131,11091,N006125,N006131,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,92,3.8875000000000006,0.5416666666666666,0.4583333333333333,6.75,1.0228346456692914,3.1,False,0.08333333333333337,0.6105646231880436,ori101,interior,r111
remaining_review_required_677_second_priority,16,E_N003465_N004605,8389,N003465,N004605,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,204,3.7937499999999997,0.5833333333333334,0.4166666666666667,10.333333333333334,0.8434744268077602,3.1,False,0.04166666666666663,0.5170921501420754,ori101,near_boundary,r101
remaining_review_required_677_second_priority,17,E_N006629_N006635,11991,N006629,N006635,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,205,3.7520833333333337,0.625,0.375,5.083333333333333,0.8865979381443299,3.1,False,0.20833333333333331,0.7058374421131116,ori101,near_boundary,r121
remaining_review_required_677_second_priority,18,E_N009099_N009223,16436,N009099,N009223,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,2,206,3.697916666666667,0.9166666666666666,0.08333333333333333,5.083333333333333,6.274871794871795,3.375,True,0.9583333333333334,0.26269408352579154,ori110,boundary,r002
remaining_review_required_677_second_priority,19,E_N001385_N001495,2667,N001385,N001495,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,207,3.6833333333333336,0.0,1.0,0.16666666666666666,0.023088455772113943,1.6666666666666667,False,0.6666666666666666,1.7017268832004415,ori110,boundary,r200
remaining_review_required_677_second_priority,20,E_N008505_N009645,17533,N008505,N009645,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,208,3.671428571428571,0.5833333333333334,0.4166666666666667,6.75,1.0298818624044475,2.946428571428571,False,0.16666666666666669,0.3885162588498538,ori101,boundary,r112
remaining_review_required_677_second_priority,21,E_N006941_N006952,12352,N006941,N006952,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,209,3.6625,0.7916666666666666,0.20833333333333334,11.833333333333334,4.625904486251809,3.375,False,0.08333333333333337,0.27755861843135793,ori101,near_boundary,r002
remaining_review_required_677_second_priority,22,E_N000231_N000358,2625,N000231,N000358,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_instability_or_evidence_shortfall,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,210,3.652083333333333,0.041666666666666664,0.9583333333333334,0.125,-0.04633830200907323,1.75,False,0.5416666666666666,1.28497254914217,ori110,near_boundary,r200
remaining_review_required_677_second_priority,23,E_N008313_N008315,14765,N008313,N008315,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,215,3.6208333333333336,0.0,1.0,0.2916666666666667,-0.35706860706860705,1.6666666666666667,False,0.4166666666666667,1.9096780555811592,ori110,boundary,r202
remaining_review_required_677_second_priority,24,E_N008351_N009505,17248,N008351,N009505,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,216,3.6163690476190475,0.5833333333333334,0.4166666666666667,9.125,1.9565734681737061,2.9017857142857144,False,0.125,0.13626255424272465,ori101,boundary,r112
remaining_review_required_677_second_priority,25,E_N000063_N001217,2364,N000063,N001217,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,220,3.5937499999999996,0.5833333333333334,0.4166666666666667,5.208333333333333,1.750857142857143,2.9,False,0.04166666666666674,0.862240494175657,ori101,near_boundary,r100
remaining_review_required_677_second_priority,26,E_N000114_N000249,420,N000114,N000249,manual_review_possible_unintended_disconnected,blocked_manual_review,possible_disconnected_instability_or_evidence_shortfall,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,5,221,3.5895833333333336,0.0,1.0,0.3333333333333333,0.525894538606403,1.5,False,0.9583333333333334,2.5,ori011,boundary,r200
remaining_review_required_677_second_priority,27,E_N009209_N009225,16430,N009209,N009225,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,222,3.5833333333333335,0.9166666666666666,0.08333333333333333,4.083333333333333,6.826568265682657,3.25,False,1.0,0.28670833200565715,ori110,boundary,r002
remaining_review_required_677_second_priority,28,E_N000861_N000988,3725,N000861,N000988,manual_review_possible_unintended_disconnected,blocked_manual_review,possible_disconnected_instability_or_evidence_shortfall,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,5,223,3.5791666666666666,0.08333333333333333,0.9166666666666666,0.4166666666666667,0.19690635451505017,1.75,False,0.5833333333333334,1.455426708157623,ori110,near_boundary,r220
remaining_review_required_677_second_priority,29,E_N000357_N000372,2651,N000357,N000372,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,224,3.547916666666667,0.041666666666666664,0.9583333333333334,0.125,0.081831290555155,1.6666666666666667,False,0.4583333333333333,1.6021646735052766,ori110,boundary,r200
remaining_review_required_677_second_priority,30,E_N002643_N002645,4685,N002643,N002645,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,225,3.547916666666667,0.0,1.0,0.0,0.2536231884057971,1.6666666666666667,False,0.125,2.5,ori110,boundary,r200
remaining_review_required_677_second_priority,31,E_N004781_N006045,10720,N004781,N006045,manual_review_possible_unintended_disconnected,blocked_manual_review,possible_disconnected_instability_or_evidence_shortfall,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,5,226,3.5479166666666666,0.0,1.0,0.4166666666666667,2.1008902077151337,1.5,False,0.7916666666666666,2.5,ori011,boundary,r201
remaining_review_required_677_second_priority,32,E_N006041_N006045,10723,N006041,N006045,manual_review_possible_unintended_disconnected,blocked_manual_review,possible_disconnected_instability_or_evidence_shortfall,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,5,227,3.5479166666666666,0.0,1.0,0.3333333333333333,1.2025,1.5,False,0.7916666666666666,2.5,ori011,boundary,r201
remaining_review_required_677_second_priority,33,E_N000245_N000372,2649,N000245,N000372,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,228,3.5375000000000005,0.0,1.0,0.0,0.08626198083067092,1.6666666666666667,False,0.08333333333333333,2.5,ori110,boundary,r200
remaining_review_required_677_second_priority,34,E_N000375_N000377,653,N000375,N000377,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,229,3.5375000000000005,0.0,1.0,0.0,-0.0759170653907496,1.6666666666666667,False,0.08333333333333333,2.5,ori110,boundary,r200
remaining_review_required_677_second_priority,35,E_N007049_N007176,14745,N007049,N007176,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,230,3.5375,0.041666666666666664,0.9583333333333334,0.20833333333333334,-0.8571428571428571,1.6666666666666667,False,0.4166666666666667,2.074802038697655,ori110,boundary,r202
remaining_review_required_677_second_priority,36,E_N009085_N009209,16408,N009085,N009209,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,231,3.53125,0.9583333333333334,0.041666666666666664,4.708333333333333,5.525109170305677,3.25,False,0.9583333333333334,0.5310756210951564,ori110,boundary,r002
remaining_review_required_677_second_priority,37,E_N000245_N000251,647,N000245,N000251,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,232,3.528075396825397,0.0,1.0,0.125,-0.12991452991452992,1.5634920634920635,False,0.4583333333333333,2.5,ori101,boundary,r200
remaining_review_required_677_second_priority,38,E_N001509_N001511,2669,N001509,N001511,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,234,3.5270833333333336,0.0,1.0,0.0,-0.026124197002141327,1.6666666666666667,False,0.041666666666666664,2.5,ori110,boundary,r200
remaining_review_required_677_second_priority,39,E_N002883_N002993,5315,N002883,N002993,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,4,236,3.516666666666667,0.375,0.625,1.125,0.23378962536023054,2.166666666666667,False,1.0,1.0380597208928324,ori110,interior,r210
remaining_review_required_677_second_priority,40,E_N000240_N000375,640,N000240,N000375,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,239,3.5166666666666666,0.0,1.0,0.0,0.17099863201094392,1.5,False,0.6666666666666666,2.5,ori011,boundary,r200
remaining_review_required_677_second_priority,41,E_N005327_N005333,9663,N005327,N005333,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,240,3.5104166666666665,0.625,0.375,6.708333333333333,0.775,2.9,False,0.04166666666666663,0.24244014723752277,ori101,interior,r021
remaining_review_required_677_second_priority,42,E_N003773_N003777,6691,N003773,N003777,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,241,3.50625,0.0,1.0,0.25,2.360230547550432,1.5,False,0.625,2.5,ori011,boundary,r201
remaining_review_required_677_second_priority,43,E_N009223_N009239,16458,N009223,N009239,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,2,242,3.5,1.0,0.0,5.041666666666667,9.086350974930362,3.25,True,1.0,0.1988673507376599,ori110,boundary,r002
remaining_review_required_677_second_priority,44,E_N001310_N002447,4340,N001310,N002447,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,243,3.4958333333333336,0.6666666666666666,0.3333333333333333,8.208333333333334,2.6593959731543624,2.916666666666667,False,0.25,0.4861524852752796,ori101,near_boundary,r100
remaining_review_required_677_second_priority,45,E_N003647_N003651,6471,N003647,N003651,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,244,3.4958333333333336,0.0,1.0,0.2916666666666667,2.6882352941176473,1.5,False,0.5833333333333334,2.5,ori011,boundary,r201
remaining_review_required_677_second_priority,46,E_N004907_N004911,8707,N004907,N004911,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,245,3.4958333333333336,0.0,1.0,0.20833333333333334,1.7775061124694376,1.5,False,0.5833333333333334,2.5,ori011,boundary,r201
remaining_review_required_677_second_priority,47,E_N009211_N009335,16664,N009211,N009335,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,2,246,3.4895833333333335,1.0,0.0,4.875,6.691131498470948,3.25,True,0.9583333333333334,0.45395315216942195,ori110,boundary,r002
remaining_review_required_677_second_priority,48,E_N000251_N000372,657,N000251,N000372,manual_review_possible_unintended_disconnected,blocked_manual_review,possible_disconnected_instability_or_evidence_shortfall,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,5,248,3.475,0.041666666666666664,0.9583333333333334,0.3333333333333333,1.11980198019802,1.5,False,0.8333333333333334,1.6021646735052766,ori011,boundary,r200
remaining_review_required_677_second_priority,49,E_N000119_N001383,2436,N000119,N001383,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,249,3.4645833333333336,0.0,1.0,0.041666666666666664,4.3633217993079585,1.5,False,0.4583333333333333,2.5,ori011,boundary,r200
remaining_review_required_677_second_priority,50,E_N000245_N000249,423,N000245,N000249,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,250,3.4645833333333336,0.0,1.0,0.0,1.9187725631768953,1.5,False,0.4583333333333333,2.5,ori011,boundary,r200
remaining_review_required_677_second_priority,51,E_N002640_N003777,6700,N002640,N003777,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,251,3.457638888888889,0.0,1.0,0.20833333333333334,0.2583668005354752,1.5555555555555556,False,0.20833333333333334,2.5,ori101,boundary,r201
remaining_review_required_677_second_priority,52,E_N000249_N000251,433,N000249,N000251,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,252,3.454166666666667,0.041666666666666664,0.9583333333333334,0.125,0.23085163363685057,1.6666666666666667,False,0.08333333333333333,2.5,ori110,boundary,r200
remaining_review_required_677_second_priority,53,E_N001379_N002643,4672,N001379,N002643,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,253,3.4541666666666666,0.0,1.0,0.16666666666666666,2.324455205811138,1.5,False,0.4166666666666667,2.5,ori011,boundary,r200
remaining_review_required_677_second_priority,54,E_N001505_N001511,2883,N001505,N001511,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,254,3.4485014619883043,0.0,1.0,0.125,0.0449438202247191,1.5672514619883042,False,0.125,2.5,ori101,boundary,r200
remaining_review_required_677_second_priority,55,E_N000361_N000372,648,N000361,N000372,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,255,3.4460213032581457,0.0,1.0,0.0,0.041831097079715863,1.5751879699248121,False,0.08333333333333333,1.6021646735052766,ori101,boundary,r200
remaining_review_required_677_second_priority,56,E_N004221_N005361,9709,N004221,N005361,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,257,3.4437499999999996,0.625,0.375,10.666666666666666,0.6377066479071404,2.833333333333333,False,0.04166666666666663,0.5824893905085334,ori101,interior,r121
remaining_review_required_677_second_priority,57,E_N000372_N001509,2668,N000372,N001509,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,259,3.4356046365914787,0.0,1.0,0.0,0.2768102658111824,1.5751879699248121,False,0.041666666666666664,2.5,ori101,boundary,r200
remaining_review_required_677_second_priority,58,E_N000105_N000232,2405,N000105,N000232,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,4,260,3.4333333333333336,0.125,0.875,0.5833333333333334,0.03640680648990898,1.7083333333333335,False,0.49999999999999994,1.2233541195243525,ori110,near_boundary,r200
remaining_review_required_677_second_priority,59,E_N001012_N001018,1766,N001012,N001018,manual_review_uncertain,blocked_manual_review,uncertain_registration_unstable,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,263,3.4270833333333335,0.5416666666666666,0.4583333333333333,4.25,0.9920823436262867,2.65,False,0.04166666666666674,2.5,ori011,boundary,r020
remaining_review_required_677_second_priority,60,E_N008813_N010077,18156,N008813,N010077,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,264,3.4270833333333335,0.0,1.0,0.2916666666666667,-0.35212660731948564,1.4,False,0.7083333333333334,2.5,ori011,boundary,r222
remaining_review_required_677_second_priority,61,E_N002639_N002643,4675,N002639,N002643,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,268,3.4229166666666666,0.0,1.0,0.041666666666666664,1.502008032128514,1.5,False,0.2916666666666667,2.5,ori011,boundary,r200
remaining_review_required_677_second_priority,62,E_N008813_N008817,15635,N008813,N008817,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,269,3.4166666666666665,0.0,1.0,0.16666666666666666,-0.7721354166666666,1.4,False,0.6666666666666666,2.5,ori011,boundary,r222
remaining_review_required_677_second_priority,63,E_N001477_N001492,4643,N001477,N001492,manual_review_uncertain,blocked_manual_review,uncertain_threshold_sensitive,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,4,270,3.4095238095238094,0.3333333333333333,0.5416666666666666,1.0833333333333333,0.16660440791931266,2.142857142857143,False,0.8333333333333334,1.0027604246204005,ori110,interior,r200
remaining_review_required_677_second_priority,64,E_N005789_N007053,12516,N005789,N007053,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,271,3.4020833333333336,0.0,1.0,0.0,1.373134328358209,1.5,False,0.20833333333333334,2.5,ori011,boundary,r202
remaining_review_required_677_second_priority,65,E_N008057_N009321,16620,N008057,N009321,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,272,3.4020833333333336,0.0,1.0,0.2916666666666667,0.23478260869565218,1.5,False,0.20833333333333334,2.5,ori011,boundary,r202
remaining_review_required_677_second_priority,66,E_N007553_N008817,15632,N007553,N008817,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,273,3.3958333333333335,0.0,1.0,0.041666666666666664,-0.6970128022759602,1.4,False,0.5833333333333334,2.5,ori011,boundary,r222
remaining_review_required_677_second_priority,67,E_N000755_N000876,1537,N000755,N000876,manual_review_possible_unintended_disconnected,blocked_manual_review,possible_disconnected_instability_or_evidence_shortfall,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,5,274,3.385416666666667,0.041666666666666664,0.9583333333333334,0.3333333333333333,0.31216457960644006,1.4,False,0.875,1.8816835069634312,ori011,boundary,r220
remaining_review_required_677_second_priority,68,E_N008687_N009951,17900,N008687,N009951,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,275,3.375,0.0,1.0,0.041666666666666664,-0.7263922518159807,1.4,False,0.5,2.5,ori011,boundary,r222
remaining_review_required_677_second_priority,69,E_N009191_N009321,16622,N009191,N009321,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,6,276,3.3604166666666666,0.0,1.0,0.0,0.7455061494796594,1.5,False,0.041666666666666664,0.0,ori011,boundary,r202
remaining_review_required_677_second_priority,70,E_N003088_N004225,7480,N003088,N004225,manual_review_uncertain,blocked_manual_review,uncertain_mixed_evidence,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,3,277,3.3541666666666665,0.7083333333333334,0.2916666666666667,7.583333333333333,1.577896138482024,2.9,False,0.08333333333333337,0.6418659619368473,ori101,interior,r121
remaining_review_required_677_second_priority,71,E_N003144_N004283,7587,N003144,N004283,manual_review_possible_unintended_missing,blocked_manual_review,possible_missing_boundary,phase2c_still_review_required,still_review_required,review_required,blocked_or_mixed_evidence_remains_unresolved,7,278,3.3541666666666665,0.0,1.0,0.16666666666666666,-0.046511627906976744,1.4,False,0.4166666666666667,1.8195923687786932,ori011,boundary,r221
